* Measurement data measured by REW V5.30
* Source: EXCL: Microphone (2- UMM-6), MICROPHONE (Master Volume), R, volume: 0.320. Timing signal peak level -58.0 dBFS, measurement signal peak level -43.3 dBFS
* Format: 128k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: Aug 17, 2026 6:26:49 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -2.7936 ms (-958 mm, -(3 ft 1.72 in)) using estimated IR delay relative to Acoustic reference played from SPEAKER R with no timing offset Clock adjustment: -7.6 ppm
* Measurement: MID + TW (853us)
* Smoothing: 1/6 octave
* Frequency Step: 96 ppo
* Start Frequency: 30.029297 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
30.029297 58.104 -132.5908
30.246902 58.149 -129.6380
30.466084 58.221 -124.3266
30.686853 58.332 -114.6837
30.909224 58.489 -98.3051
31.133205 58.695 -76.6818
31.358809 58.943 -58.1876
31.586048 59.220 -47.3869
31.814934 59.508 -42.5610
32.045479 59.792 -41.3489
32.277695 60.057 -42.2856
32.511593 60.298 -44.5565
32.747185 60.512 -47.7065
32.984486 60.704 -51.4810
33.223503 60.880 -55.7451
33.464252 61.049 -60.4400
33.706749 61.215 -65.5546
33.951000 61.379 -71.1028
34.197021 61.535 -77.1041
34.444828 61.674 -83.5674
34.694431 61.782 -90.4683
34.945843 61.847 -97.7419
35.199074 61.856 -105.2845
35.454140 61.800 -112.9538
35.711056 61.675 -120.5795
35.969833 61.479 -127.9746
36.230484 61.215 -134.9496
36.493027 60.893 -141.3190
36.757469 60.528 -146.8987
37.023830 60.140 -151.4876
37.292122 59.752 -154.8244
37.562355 59.394 -156.5094
37.834549 59.092 -155.8573
38.108715 58.871 -151.7167
38.384865 58.746 -142.5280
38.663017 58.721 -127.7945
38.943184 58.788 -111.1897
39.225384 58.930 -98.3721
39.509628 59.119 -90.9369
39.795933 59.332 -87.5187
40.084309 59.546 -86.5858
40.374775 59.746 -87.1197
40.667347 59.924 -88.5118
40.962040 60.077 -90.4075
41.258869 60.210 -92.6107
41.557846 60.323 -95.0233
41.858990 60.421 -97.6045
42.162315 60.503 -100.3444
42.467842 60.567 -103.2427
42.775581 60.609 -106.2919
43.085552 60.625 -109.4655
43.397766 60.612 -112.7104
43.712246 60.569 -115.9440
44.029003 60.502 -119.0575
44.348057 60.417 -121.9289
44.669422 60.328 -124.4421
44.993114 60.248 -126.5320
45.319153 60.187 -128.2147
45.647552 60.148 -129.5905
45.978333 60.126 -130.8073
46.311512 60.104 -131.9773
46.647106 60.062 -133.0865
46.985130 59.978 -133.9350
47.325603 59.835 -134.1101
47.668545 59.623 -132.9729
48.013969 59.340 -129.6610
48.361900 58.993 -123.2193
48.712349 58.593 -113.1664
49.065338 58.156 -100.5648
49.420887 57.701 -88.1015
49.779011 57.245 -77.9975
50.139729 56.802 -70.6790
50.503063 56.383 -65.5410
50.869030 55.992 -61.8377
51.237648 55.627 -58.9792
51.608936 55.282 -56.5393
51.982918 54.950 -54.2066
52.359608 54.628 -51.7446
52.739025 54.315 -48.9688
53.121193 54.016 -45.7172
53.506130 53.739 -41.8886
53.893856 53.492 -37.4136
54.284393 53.283 -32.1923
54.677761 53.113 -26.0251
55.073978 52.982 -18.4887
55.473068 52.889 -8.8309
55.875050 52.834 3.8897
56.279942 52.821 19.9081
56.687771 52.855 37.2768
57.098553 52.938 52.6004
57.512314 53.067 64.1271
57.929073 53.241 72.2703
58.348850 53.453 78.0874
58.771671 53.699 82.4556
59.197556 53.972 85.9516
59.626526 54.263 88.9210
60.058605 54.559 91.5858
60.493816 54.849 94.1329
60.932178 55.120 96.7593
61.373718 55.368 99.6692
61.818459 55.591 103.0360
62.266422 55.789 106.9704
62.717632 55.963 111.5427
63.172112 56.110 116.8853
63.629883 56.229 123.2619
64.090973 56.320 131.0532
64.555405 56.386 140.4903
65.023201 56.433 151.1364
65.494385 56.462 161.6866
65.968987 56.469 170.6808
66.447021 56.447 177.4267
66.928520 56.384 -177.9256
67.413513 56.266 -174.8442
67.902016 56.088 -172.7821
68.394058 55.851 -171.3432
68.889671 55.566 -170.3418
69.388878 55.251 -169.8320
69.891701 54.931 -170.0698
70.398163 54.637 -171.4161
70.908295 54.401 -174.2106
71.422127 54.252 -178.6251
71.939682 54.217 175.4812
72.460983 54.305 168.6295
72.986069 54.514 161.5899
73.514954 54.826 155.0749
74.047676 55.217 149.4933
74.584259 55.661 144.9244
75.124725 56.128 141.2318
75.669113 56.596 138.2176
76.217445 57.041 135.7069
76.769745 57.448 133.5772
77.326050 57.806 131.7650
77.886383 58.109 130.2476
78.450783 58.360 129.0189
79.019272 58.564 128.0618
79.591881 58.732 127.3246
80.168640 58.873 126.7119
80.749573 58.997 126.0991
81.334717 59.108 125.3620
81.924103 59.207 124.3995
82.517761 59.297 123.1523
83.115723 59.381 121.5989
83.718010 59.468 119.7485
84.324669 59.566 117.6413
84.935722 59.686 115.3531
85.551201 59.834 113.0011
86.171143 60.013 110.7487
86.795578 60.221 108.7964
87.424538 60.452 107.3524
88.058052 60.699 106.5809
88.696159 60.958 106.5474
89.338890 61.223 107.1826
89.986275 61.489 108.3260
90.638351 61.749 109.7898
91.295151 61.996 111.4137
91.956711 62.223 113.0918
92.623070 62.426 114.7599
93.294258 62.604 116.3758
93.970306 62.756 117.9080
94.651253 62.889 119.3288
95.337135 63.011 120.6039
96.027985 63.133 121.6842
96.723846 63.267 122.5058
97.424744 63.424 123.0014
98.130722 63.611 123.1292
98.841820 63.832 122.8841
99.558067 64.088 122.2917
100.279503 64.378 121.3975
101.006172 64.696 120.2542
101.738106 65.035 118.9137
102.475342 65.386 117.4217
103.217918 65.739 115.8143
103.965881 66.086 114.1181
104.719261 66.417 112.3541
105.478104 66.726 110.5438
106.242439 67.009 108.7034
107.012314 67.265 106.8667
107.787766 67.493 105.0720
108.568840 67.697 103.3450
109.355576 67.881 101.7047
110.148010 68.047 100.1645
110.946190 68.201 98.7348
111.750153 68.345 97.4254
112.559937 68.485 96.2475
113.375595 68.626 95.2136
114.197159 68.774 94.3370
115.024681 68.934 93.6294
115.858200 69.113 93.0862
116.697754 69.314 92.7100
117.543396 69.541 92.5016
118.395164 69.795 92.4486
119.253105 70.076 92.5336
120.117264 70.382 92.7349
120.987686 70.711 93.0252
121.864410 71.062 93.3719
122.747490 71.432 93.7384
123.636971 71.818 94.0859
124.532898 72.218 94.3740
125.435318 72.628 94.5593
126.344276 73.044 94.5955
127.259819 73.459 94.4415
128.181992 73.867 94.0693
129.110855 74.259 93.4701
130.046448 74.628 92.6592
130.988815 74.967 91.6746
131.938019 75.272 90.5689
132.894089 75.544 89.4007
133.857101 75.785 88.2244
134.827087 75.999 87.0852
135.804108 76.192 86.0163
136.788193 76.372 85.0407
137.779419 76.545 84.1706
138.777832 76.719 83.4181
139.783478 76.902 82.7939
140.796402 77.099 82.3021
141.816666 77.315 81.9417
142.844330 77.556 81.7042
143.879440 77.823 81.5725
144.922043 78.116 81.5204
145.972214 78.436 81.5119
147.029984 78.779 81.5026
148.095428 79.142 81.4418
149.168594 79.516 81.2784
150.249527 79.894 80.9690
151.338303 80.266 80.4832
152.434967 80.623 79.8095
153.539566 80.956 78.9579
154.652176 81.261 77.9575
155.772842 81.536 76.8522
156.901642 81.782 75.6929
158.038620 82.004 74.5286
159.183838 82.209 73.3989
160.337357 82.404 72.3300
161.499222 82.595 71.3359
162.669510 82.789 70.4202
163.848282 82.988 69.5814
165.035599 83.194 68.8108
166.231522 83.410 68.0949
167.436096 83.636 67.4192
168.649414 83.872 66.7669
169.871521 84.116 66.1201
171.102478 84.368 65.4605
172.342361 84.625 64.7705
173.591232 84.883 64.0338
174.849152 85.139 63.2382
176.116180 85.389 62.3780
177.392395 85.631 61.4555
178.677856 85.863 60.4808
179.972626 86.084 59.4618
181.276779 86.293 58.4046
182.590393 86.490 57.3181
183.913513 86.675 56.2115
185.246231 86.848 55.0937
186.588608 87.010 53.9725
187.940704 87.163 52.8541
189.302597 87.308 51.7420
190.674362 87.446 50.6364
192.056061 87.578 49.5344
193.447784 87.704 48.4321
194.849594 87.823 47.3299
196.261551 87.931 46.2295
197.683746 88.027 45.1376
199.116241 88.108 44.0694
200.559113 88.174 43.0439
202.012451 88.226 42.0793
203.476318 88.268 41.1883
204.950790 88.302 40.3758
206.435944 88.334 39.6385
207.931870 88.365 38.9671
209.438629 88.398 38.3501
210.956314 88.431 37.7780
212.484985 88.464 37.2446
214.024734 88.495 36.7508
215.575653 88.523 36.3016
217.137802 88.548 35.9005
218.711273 88.569 35.5474
220.296143 88.588 35.2386
221.892502 88.604 34.9688
223.500427 88.616 34.7326
225.120010 88.626 34.5255
226.751328 88.633 34.3449
228.394455 88.636 34.1905
230.049500 88.634 34.0648
231.716537 88.627 33.9638
233.395645 88.616 33.8958
235.086929 88.600 33.8737
236.790466 88.579 33.9039
238.506348 88.554 33.9919
240.234665 88.526 34.1415
241.975510 88.496 34.3537
243.728958 88.465 34.6274
245.495117 88.433 34.9618
247.274078 88.400 35.3581
249.065933 88.368 35.8197
250.870773 88.338 36.3509
252.688690 88.311 36.9406
254.519775 88.289 37.5915
256.364136 88.273 38.3083
258.221863 88.266 39.0822
260.093048 88.267 39.9021
261.977783 88.277 40.7551
263.876190 88.296 41.6282
265.788361 88.322 42.5099
267.714386 88.354 43.3918
269.654358 88.391 44.2687
271.608398 88.431 45.1366
273.576599 88.473 45.9912
275.559052 88.515 46.8178
277.555878 88.555 47.6183
279.567169 88.590 48.4050
281.593018 88.618 49.1891
283.633545 88.637 49.9878
285.688873 88.646 50.8235
287.759094 88.645 51.7223
289.844330 88.638 52.7112
291.944672 88.626 53.8132
294.060211 88.617 55.0395
296.191101 88.616 56.3848
298.337433 88.629 57.8254
300.499298 88.660 59.3277
302.676849 88.709 60.8467
304.870178 88.774 62.3398
307.079407 88.851 63.7798
309.304626 88.935 65.1554
311.545990 89.023 66.4691
313.803589 89.110 67.7317
316.077545 89.195 68.9563
318.367981 89.278 70.1534
320.675018 89.358 71.3302
322.998749 89.434 72.4910
325.339325 89.507 73.6383
327.696869 89.575 74.7823
330.071503 89.637 75.9253
332.463348 89.694 77.0696
334.872528 89.746 78.2257
337.299164 89.794 79.4030
339.743378 89.840 80.6065
342.205292 89.886 81.8359
344.685059 89.932 83.0848
347.182800 89.981 84.3419
349.698639 90.031 85.5944
352.232697 90.082 86.8313
354.785126 90.129 88.0473
357.356049 90.171 89.2532
359.945587 90.206 90.4554
362.553894 90.231 91.6604
365.181122 90.245 92.8834
367.827362 90.249 94.1396
370.492798 90.244 95.4441
373.177551 90.229 96.8111
375.881744 90.207 98.2526
378.605530 90.182 99.7764
381.349060 90.154 101.3847
384.112488 90.128 103.0741
386.895935 90.106 104.8368
389.699554 90.089 106.6637
392.523468 90.079 108.5396
395.367859 90.077 110.4463
398.232849 90.081 112.3679
401.118622 90.090 114.2924
404.025299 90.102 116.2139
406.953033 90.114 118.1323
409.901978 90.123 120.0525
412.872284 90.130 121.9835
415.864136 90.132 123.9372
418.877655 90.131 125.9260
421.913025 90.128 127.9581
424.970367 90.125 130.0337
428.049866 90.124 132.1455
431.151703 90.125 134.2814
434.276001 90.128 136.4295
437.422943 90.132 138.5816
440.592682 90.133 140.7370
443.785400 90.131 142.9023
447.001251 90.125 145.0890
450.240417 90.113 147.3111
453.503052 90.097 149.5815
456.789307 90.078 151.9101
460.099396 90.057 154.3017
463.433472 90.038 156.7583
466.791687 90.021 159.2773
470.174255 90.008 161.8518
473.581329 90.000 164.4708
477.013092 89.998 167.1193
480.469727 90.000 169.7822
483.951416 90.004 172.4502
487.458313 90.008 175.1228
490.990631 90.010 177.8069
494.548553 90.010 -179.4883
498.132263 90.007 -176.7564
501.741943 90.003 -173.9951
505.377777 89.998 -171.2014
509.039948 89.993 -168.3765
512.728638 89.987 -165.5239
516.444092 89.981 -162.6463
520.186462 89.975 -159.7452
523.955933 89.968 -156.8205
527.752747 89.959 -153.8716
531.577087 89.949 -150.8976
535.429138 89.937 -147.8973
539.309082 89.921 -144.8673
543.217163 89.902 -141.8007
