* Measurement data measured by REW V5.30
* Source: EXCL: Microphone (2- UMM-6), MICROPHONE (Master Volume), R, volume: 0.320. Timing signal peak level -58.6 dBFS, measurement signal peak level -43.3 dBFS
* Format: 128k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: Aug 17, 2026 6:23:12 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -2.7999 ms (-960 mm, -(3 ft 1.81 in)) using estimated IR delay relative to Acoustic reference played from SPEAKER R with no timing offset Clock adjustment: -14.1 ppm
* Measurement: MID + TW (821us)
* Smoothing: 1/6 octave
* Frequency Step: 96 ppo
* Start Frequency: 30.029297 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
30.029297 78.378 -121.4883
30.246902 78.499 -121.9783
30.466084 78.654 -122.6992
30.686853 78.832 -123.6157
30.909224 79.026 -124.6872
31.133205 79.227 -125.8707
31.358809 79.432 -127.1258
31.586048 79.638 -128.4192
31.814934 79.844 -129.7284
32.045479 80.053 -131.0440
32.277695 80.264 -132.3687
32.511593 80.477 -133.7151
32.747185 80.688 -135.1006
32.984486 80.895 -136.5424
33.223503 81.092 -138.0531
33.464252 81.274 -139.6378
33.706749 81.438 -141.2943
33.951000 81.578 -143.0135
34.197021 81.694 -144.7818
34.444828 81.783 -146.5871
34.694431 81.844 -148.4109
34.945843 81.877 -150.2316
35.199074 81.881 -152.0285
35.454140 81.859 -153.7778
35.711056 81.810 -155.4521
35.969833 81.739 -157.0212
36.230484 81.650 -158.4558
36.493027 81.551 -159.7328
36.757469 81.452 -160.8426
37.023830 81.366 -161.7963
37.292122 81.304 -162.6295
37.562355 81.275 -163.4040
37.834549 81.282 -164.1910
38.108715 81.326 -165.0598
38.384865 81.398 -166.0675
38.663017 81.487 -167.2457
38.943184 81.584 -168.5971
39.225384 81.677 -170.0989
39.509628 81.758 -171.7099
39.795933 81.824 -173.3791
40.084309 81.871 -175.0533
40.374775 81.902 -176.6824
40.667347 81.917 -178.2220
40.962040 81.920 -179.6326
41.258869 81.915 179.1160
41.557846 81.907 178.0463
41.858990 81.902 177.1730
42.162315 81.907 176.4998
42.467842 81.928 176.0148
42.775581 81.974 175.6876
43.085552 82.049 175.4682
43.397766 82.154 175.2906
43.712246 82.289 175.0804
44.029003 82.447 174.7662
44.348057 82.620 174.2905
44.669422 82.797 173.6223
44.993114 82.967 172.7514
45.319153 83.122 171.6897
45.647552 83.256 170.4716
45.978333 83.366 169.1437
46.311512 83.453 167.7562
46.647106 83.524 166.3552
46.985130 83.584 164.9763
47.325603 83.643 163.6390
47.668545 83.710 162.3444
48.013969 83.793 161.0751
48.361900 83.895 159.7999
48.712349 84.016 158.4778
49.065338 84.152 157.0714
49.420887 84.295 155.5544
49.779011 84.435 153.9158
50.139729 84.561 152.1651
50.503063 84.665 150.3317
50.869030 84.740 148.4606
51.237648 84.785 146.6046
51.608936 84.799 144.8150
51.982918 84.790 143.1325
52.359608 84.764 141.5795
52.739025 84.728 140.1576
53.121193 84.691 138.8696
53.506130 84.655 137.6832
53.893856 84.622 136.5567
54.284393 84.590 135.4730
54.677761 84.555 134.4303
55.073978 84.516 133.4420
55.473068 84.472 132.5313
55.875050 84.427 131.7239
56.279942 84.385 131.0392
56.687771 84.353 130.4842
57.098553 84.339 130.0504
57.512314 84.349 129.7142
57.929073 84.387 129.4540
58.348850 84.456 129.2231
58.771671 84.554 128.9664
59.197556 84.677 128.6422
59.626526 84.820 128.2163
60.058605 84.976 127.6648
60.493816 85.138 126.9753
60.932178 85.300 126.1464
61.373718 85.456 125.1849
61.818459 85.603 124.1030
62.266422 85.737 122.9163
62.717632 85.857 121.6422
63.172112 85.963 120.3116
63.629883 86.053 118.9395
64.090973 86.131 117.5327
64.555405 86.196 116.1030
65.023201 86.253 114.6572
65.494385 86.300 113.1974
65.968987 86.341 111.7242
66.447021 86.373 110.2383
66.928520 86.396 108.7427
67.413513 86.411 107.2427
67.902016 86.415 105.7448
68.394058 86.409 104.2562
68.889671 86.393 102.7902
69.388878 86.366 101.3548
69.891701 86.330 99.9568
70.398163 86.285 98.6075
70.908295 86.234 97.3176
71.422127 86.180 96.0950
71.939682 86.125 94.9424
72.460983 86.073 93.8545
72.986069 86.028 92.8176
73.514954 85.988 91.8132
74.047676 85.952 90.8249
74.584259 85.918 89.8459
75.124725 85.879 88.8755
75.669113 85.835 87.9338
76.217445 85.784 87.0497
76.769745 85.729 86.2433
77.326050 85.673 85.5262
77.886383 85.621 84.8992
78.450783 85.580 84.3517
79.019272 85.555 83.8638
79.591881 85.550 83.4064
80.168640 85.569 82.9430
80.749573 85.612 82.4320
81.334717 85.678 81.8325
81.924103 85.762 81.1078
82.517761 85.857 80.2375
83.115723 85.957 79.2166
83.718010 86.052 78.0508
84.324669 86.137 76.7554
84.935722 86.205 75.3510
85.551201 86.250 73.8617
86.171143 86.269 72.3142
86.795578 86.258 70.7381
87.424538 86.214 69.1656
88.058052 86.137 67.6306
88.696159 86.030 66.1656
89.338890 85.895 64.7922
89.986275 85.737 63.5345
90.638351 85.563 62.4119
91.295151 85.379 61.4293
91.956711 85.191 60.5817
92.623070 85.003 59.8561
93.294258 84.821 59.2327
93.970306 84.644 58.6896
94.651253 84.471 58.2086
95.337135 84.299 57.7838
96.027985 84.122 57.4272
96.723846 83.939 57.1719
97.424744 83.745 57.0667
98.130722 83.544 57.1771
98.841820 83.343 57.5720
99.558067 83.152 58.3037
100.279503 82.989 59.3922
101.006172 82.869 60.8094
101.738106 82.810 62.4742
102.475342 82.819 64.2612
103.217918 82.900 66.0219
103.965881 83.045 67.6118
104.719261 83.240 68.9142
105.478104 83.468 69.8548
106.242439 83.712 70.3943
107.012314 83.955 70.5459
107.787766 84.187 70.3562
108.568840 84.399 69.8793
109.355576 84.587 69.1728
110.148010 84.748 68.2896
110.946190 84.882 67.2776
111.750153 84.988 66.1821
112.559937 85.066 65.0464
113.375595 85.117 63.9103
114.197159 85.144 62.8065
115.024681 85.149 61.7585
115.858200 85.136 60.7705
116.697754 85.105 59.8575
117.543396 85.058 59.0406
118.395164 84.997 58.3386
119.253105 84.924 57.7759
120.117264 84.844 57.3791
120.987686 84.763 57.1687
121.864410 84.690 57.1515
122.747490 84.635 57.3165
123.636971 84.605 57.6359
124.532898 84.608 58.0701
125.435318 84.648 58.5720
126.344276 84.726 59.0870
127.259819 84.841 59.5568
128.181992 84.989 59.9200
129.110855 85.163 60.1169
130.046448 85.350 60.0995
130.988815 85.541 59.8419
131.938019 85.723 59.3439
132.894089 85.886 58.6299
133.857101 86.025 57.7402
134.827087 86.137 56.7223
135.804108 86.220 55.6227
136.788193 86.276 54.4834
137.779419 86.305 53.3368
138.777832 86.310 52.2144
139.783478 86.293 51.1469
140.796402 86.253 50.1633
141.816666 86.193 49.2961
142.844330 86.114 48.5816
143.879440 86.020 48.0578
144.922043 85.919 47.7602
145.972214 85.818 47.7143
147.029984 85.729 47.9272
148.095428 85.665 48.3800
149.168594 85.638 49.0247
150.249527 85.654 49.7876
151.338303 85.718 50.5755
152.434967 85.826 51.2898
153.539566 85.969 51.8443
154.652176 86.134 52.1791
155.772842 86.308 52.2690
156.901642 86.477 52.1219
158.038620 86.630 51.7716
159.183838 86.762 51.2674
160.337357 86.868 50.6646
161.499222 86.948 50.0175
162.669510 87.002 49.3746
163.848282 87.034 48.7791
165.035599 87.046 48.2639
166.231522 87.043 47.8547
167.436096 87.031 47.5739
168.649414 87.014 47.4385
169.871521 87.001 47.4565
171.102478 86.999 47.6221
172.342361 87.015 47.9124
173.591232 87.054 48.2887
174.849152 87.117 48.7038
176.116180 87.204 49.1122
177.392395 87.312 49.4796
178.677856 87.437 49.7889
179.972626 87.575 50.0299
181.276779 87.723 50.1967
182.590393 87.878 50.2878
183.913513 88.038 50.3022
185.246231 88.200 50.2394
186.588608 88.360 50.1021
187.940704 88.517 49.8978
189.302597 88.670 49.6387
190.674362 88.819 49.3377
192.056061 88.964 49.0051
193.447784 89.107 48.6442
194.849594 89.248 48.2551
196.261551 89.386 47.8306
197.683746 89.519 47.3637
199.116241 89.643 46.8563
200.559113 89.756 46.3188
202.012451 89.857 45.7683
203.476318 89.946 45.2235
204.950790 90.024 44.7004
206.435944 90.095 44.2081
207.931870 90.161 43.7485
209.438629 90.224 43.3177
210.956314 90.284 42.9098
212.484985 90.341 42.5189
214.024734 90.397 42.1436
215.575653 90.451 41.7848
217.137802 90.503 41.4403
218.711273 90.555 41.1046
220.296143 90.605 40.7700
221.892502 90.652 40.4305
223.500427 90.696 40.0849
225.120010 90.735 39.7361
226.751328 90.767 39.3904
228.394455 90.792 39.0552
230.049500 90.810 38.7382
231.716537 90.821 38.4378
233.395645 90.825 38.1628
235.086929 90.822 37.9254
236.790466 90.815 37.7305
238.506348 90.802 37.5818
240.234665 90.787 37.4810
241.975510 90.769 37.4274
243.728958 90.749 37.4189
245.495117 90.727 37.4543
247.274078 90.703 37.5339
249.065933 90.677 37.6601
250.870773 90.650 37.8354
252.688690 90.622 38.0478
254.519775 90.594 38.2994
256.364136 90.567 38.5962
258.221863 90.541 38.9332
260.093048 90.517 39.3059
261.977783 90.493 39.7115
263.876190 90.469 40.1500
265.788361 90.445 40.6237
267.714386 90.421 41.1367
269.654358 90.397 41.6919
271.608398 90.374 42.2876
273.576599 90.354 42.9162
275.559052 90.337 43.5553
277.555878 90.322 44.1961
279.567169 90.306 44.8397
281.593018 90.287 45.4874
283.633545 90.262 46.1499
285.688873 90.229 46.8458
287.759094 90.187 47.5995
289.844330 90.138 48.4373
291.944672 90.085 49.3821
294.060211 90.032 50.4468
296.191101 89.986 51.6297
298.337433 89.951 52.9131
300.499298 89.931 54.2705
302.676849 89.928 55.6642
304.870178 89.940 57.0575
307.079407 89.965 58.4268
309.304626 89.998 59.7611
311.545990 90.038 61.0598
313.803589 90.081 62.3283
316.077545 90.126 63.5728
318.367981 90.173 64.7975
320.675018 90.221 66.0038
322.998749 90.269 67.1921
325.339325 90.317 68.3622
327.696869 90.362 69.5230
330.071503 90.406 70.6754
332.463348 90.445 71.8207
334.872528 90.480 72.9683
337.299164 90.512 74.1272
339.743378 90.542 75.3031
342.205292 90.570 76.4976
344.685059 90.600 77.7064
347.182800 90.630 78.9212
349.698639 90.661 80.1313
352.232697 90.690 81.3277
354.785126 90.717 82.5051
357.356049 90.738 83.6736
359.945587 90.751 84.8380
362.553894 90.753 86.0033
365.181122 90.745 87.1841
367.827362 90.725 88.3965
370.492798 90.693 89.6568
373.177551 90.652 90.9811
375.881744 90.602 92.3831
378.605530 90.547 93.8725
381.349060 90.489 95.4537
384.112488 90.431 97.1262
386.895935 90.375 98.8851
389.699554 90.324 100.7238
392.523468 90.280 102.6292
395.367859 90.243 104.5845
398.232849 90.214 106.5736
401.118622 90.190 108.5842
404.025299 90.171 110.6092
406.953033 90.155 112.6473
409.901978 90.139 114.7018
412.872284 90.122 116.7801
415.864136 90.105 118.8923
418.877655 90.087 121.0495
421.913025 90.071 123.2581
424.970367 90.059 125.5154
428.049866 90.053 127.8109
431.151703 90.054 130.1288
434.276001 90.062 132.4521
437.422943 90.074 134.7685
440.592682 90.089 137.0722
443.785400 90.104 139.3654
447.001251 90.118 141.6553
450.240417 90.128 143.9528
453.503052 90.137 146.2686
456.789307 90.142 148.6118
460.099396 90.147 150.9878
463.433472 90.151 153.3997
466.791687 90.156 155.8467
470.174255 90.163 158.3238
473.581329 90.173 160.8226
477.013092 90.183 163.3312
480.469727 90.194 165.8388
483.951416 90.203 168.3411
487.458313 90.206 170.8431
490.990631 90.202 173.3577
494.548553 90.190 175.9003
498.132263 90.171 178.4834
501.741943 90.146 -178.8846
505.377777 90.116 -176.1953
509.039948 90.083 -173.4451
512.728638 90.047 -170.6335
516.444092 90.009 -167.7605
520.186462 89.972 -164.8269
523.955933 89.936 -161.8332
527.752747 89.903 -158.7821
531.577087 89.873 -155.6780
535.429138 89.846 -152.5276
539.309082 89.824 -149.3367
543.217163 89.804 -146.1082
547.153564 89.789 -142.8422
551.118469 89.776 -139.5395
555.112122 89.766 -136.1978
