* Measurement data measured by REW V5.30
* Source: EXCL: Microphone (2- UMM-6), MICROPHONE (Master Volume), R, volume: 0.320. Timing signal peak level -58.2 dBFS, measurement signal peak level -43.3 dBFS
* Format: 128k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: Aug 17, 2026 6:29:39 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -2.7956 ms (-959 mm, -(3 ft 1.75 in)) using estimated IR delay relative to Acoustic reference played from SPEAKER R with no timing offset Clock adjustment: -18.5 ppm
* Measurement: MID + TW (837us)
* Smoothing: 1/6 octave
* Frequency Step: 96 ppo
* Start Frequency: 30.029297 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
30.029297 64.237 86.7261
30.246902 64.032 87.4648
30.466084 63.754 88.4590
30.686853 63.412 89.7724
30.909224 63.019 91.4823
31.133205 62.592 93.6843
31.358809 62.150 96.5057
31.586048 61.716 100.1293
31.814934 61.317 104.8198
32.045479 60.983 110.9318
32.277695 60.747 118.8338
32.511593 60.634 128.6421
32.747185 60.660 139.7651
32.984486 60.822 150.7393
33.223503 61.095 159.9369
33.464252 61.444 166.4890
33.706749 61.828 170.3857
33.951000 62.207 172.0327
34.197021 62.550 171.9031
34.444828 62.832 170.3992
34.694431 63.038 167.8425
34.945843 63.154 164.4882
35.199074 63.177 160.5419
35.454140 63.102 156.1814
35.711056 62.931 151.5681
35.969833 62.670 146.8549
36.230484 62.327 142.1852
36.493027 61.917 137.6848
36.757469 61.457 133.4479
37.023830 60.973 129.5158
37.292122 60.487 125.8624
37.562355 60.026 122.3928
37.834549 59.608 118.9787
38.108715 59.240 115.5020
38.384865 58.921 111.8966
38.663017 58.639 108.1786
38.943184 58.376 104.4567
39.225384 58.118 100.9386
39.509628 57.859 97.9568
39.795933 57.598 96.0449
40.084309 57.346 96.1170
40.374775 57.122 99.8256
40.667347 56.947 109.8893
40.962040 56.841 128.0148
41.258869 56.818 147.8888
41.557846 56.877 160.4724
41.858990 57.004 165.4635
42.162315 57.176 165.7299
42.467842 57.367 163.2693
42.775581 57.549 159.1965
43.085552 57.702 154.1708
43.397766 57.809 148.6414
43.712246 57.866 142.9620
44.029003 57.871 137.4371
44.348057 57.834 132.3285
44.669422 57.770 127.8449
44.993114 57.696 124.1105
45.319153 57.630 121.1568
45.647552 57.583 118.9432
45.978333 57.559 117.3983
46.311512 57.553 116.4760
46.647106 57.554 116.1892
46.985130 57.555 116.5997
47.325603 57.547 117.7566
47.668545 57.530 119.6087
48.013969 57.503 121.9403
48.361900 57.463 124.3974
48.712349 57.408 126.6121
49.065338 57.334 128.3548
49.420887 57.244 129.6067
49.779011 57.145 130.5617
50.139729 57.054 131.6851
50.503063 56.993 134.3079
50.869030 56.980 148.0304
51.237648 57.024 -80.5502
51.608936 57.119 -65.4237
51.982918 57.250 -63.3400
52.359608 57.391 -63.2863
52.739025 57.519 -63.9050
53.121193 57.618 -64.7542
53.506130 57.684 -65.6597
53.893856 57.724 -66.5889
54.284393 57.753 -67.6229
54.677761 57.791 -69.0000
55.073978 57.857 -71.2134
55.473068 57.969 -75.3718
55.875050 58.137 -84.7554
56.279942 58.367 -112.9137
56.687771 58.657 -176.4014
57.098553 58.994 153.1433
57.512314 59.357 143.0474
57.929073 59.720 138.4393
58.348850 60.057 135.7587
58.771671 60.342 133.8900
59.197556 60.556 132.4425
59.626526 60.686 131.2976
60.058605 60.727 130.4500
60.493816 60.678 129.9383
60.932178 60.545 129.8173
61.373718 60.334 130.1511
61.818459 60.051 131.0152
62.266422 59.705 132.4884
62.717632 59.304 134.6271
63.172112 58.859 137.4368
63.629883 58.382 140.8123
64.090973 57.881 144.5552
64.555405 57.363 148.4441
65.023201 56.836 152.2851
65.494385 56.305 155.9152
65.968987 55.781 159.1229
66.447021 55.273 161.5357
66.928520 54.786 162.5861
67.413513 54.324 161.6625
67.902016 53.886 158.4262
68.394058 53.467 153.1163
68.889671 53.062 146.6051
69.388878 52.668 140.0560
69.891701 52.287 134.4372
70.398163 51.928 130.2621
70.908295 51.604 127.6291
71.422127 51.335 126.3767
71.939682 51.138 126.2053
72.460983 51.030 126.7523
72.986069 51.019 127.6555
73.514954 51.102 128.6148
74.047676 51.267 129.4334
74.584259 51.501 130.0223
75.124725 51.787 130.3694
75.669113 52.109 130.5252
76.217445 52.456 130.5661
76.769745 52.817 130.5522
77.326050 53.188 130.5037
77.886383 53.562 130.3918
78.450783 53.932 130.1587
79.019272 54.291 129.7521
79.591881 54.629 129.1492
80.168640 54.941 128.3604
80.749573 55.226 127.4223
81.334717 55.483 126.3914
81.924103 55.721 125.3352
82.517761 55.951 124.3301
83.115723 56.188 123.4462
83.718010 56.448 122.7348
84.324669 56.742 122.2290
84.935722 57.077 121.9468
85.551201 57.453 121.8935
86.171143 57.864 122.0567
86.795578 58.304 122.3981
87.424538 58.762 122.8516
88.058052 59.227 123.3334
88.696159 59.687 123.7610
89.338890 60.129 124.0579
89.986275 60.544 124.1726
90.638351 60.922 124.0697
91.295151 61.253 123.7218
91.956711 61.530 123.1236
92.623070 61.746 122.3013
93.294258 61.902 121.3137
93.970306 62.006 120.2399
94.651253 62.074 119.1565
95.337135 62.128 118.1175
96.027985 62.191 117.1462
96.723846 62.287 116.2383
97.424744 62.434 115.3676
98.130722 62.642 114.5033
98.841820 62.915 113.6158
99.558067 63.249 112.6782
100.279503 63.636 111.6736
101.006172 64.062 110.5995
101.738106 64.514 109.4687
102.475342 64.978 108.3046
103.217918 65.441 107.1324
103.965881 65.894 105.9731
104.719261 66.327 104.8408
105.478104 66.731 103.7435
106.242439 67.102 102.6746
107.012314 67.435 101.6344
107.787766 67.730 100.6235
108.568840 67.984 99.6339
109.355576 68.198 98.6611
110.148010 68.374 97.7092
110.946190 68.516 96.7928
111.750153 68.631 95.9351
112.559937 68.728 95.1631
113.375595 68.818 94.5028
114.197159 68.912 93.9746
115.024681 69.021 93.5906
115.858200 69.155 93.3416
116.697754 69.319 93.2217
117.543396 69.517 93.2210
118.395164 69.749 93.3155
119.253105 70.013 93.4785
120.117264 70.309 93.6837
120.987686 70.633 93.9054
121.864410 70.982 94.1185
122.747490 71.355 94.2981
123.636971 71.749 94.4192
124.532898 72.159 94.4564
125.435318 72.583 94.3842
126.344276 73.012 94.1763
127.259819 73.441 93.8121
128.181992 73.860 93.2796
129.110855 74.260 92.5778
130.046448 74.635 91.7205
130.988815 74.978 90.7367
131.938019 75.285 89.6675
132.894089 75.558 88.5611
133.857101 75.798 87.4663
134.827087 76.011 86.4256
135.804108 76.205 85.4715
136.788193 76.387 84.6250
137.779419 76.564 83.8932
138.777832 76.745 83.2785
139.783478 76.934 82.7775
140.796402 77.138 82.3798
141.816666 77.361 82.0717
142.844330 77.604 81.8379
143.879440 77.871 81.6610
144.922043 78.161 81.5199
145.972214 78.475 81.3881
147.029984 78.810 81.2327
148.095428 79.163 81.0147
149.168594 79.527 80.6935
150.249527 79.897 80.2334
151.338303 80.262 79.6096
152.434967 80.614 78.8153
153.539566 80.945 77.8648
154.652176 81.251 76.7909
155.772842 81.529 75.6393
156.901642 81.780 74.4599
158.038620 82.008 73.2982
159.183838 82.218 72.1888
160.337357 82.417 71.1525
161.499222 82.611 70.1976
162.669510 82.805 69.3237
163.848282 83.002 68.5264
165.035599 83.207 67.7957
166.231522 83.420 67.1177
167.436096 83.642 66.4774
168.649414 83.874 65.8572
169.871521 84.115 65.2378
171.102478 84.362 64.5992
172.342361 84.615 63.9222
173.591232 84.869 63.1890
174.849152 85.122 62.3870
176.116180 85.370 61.5115
177.392395 85.610 60.5669
178.677856 85.842 59.5663
179.972626 86.063 58.5203
181.276779 86.274 57.4377
182.590393 86.473 56.3298
183.913513 86.661 55.2077
185.246231 86.838 54.0822
186.588608 87.005 52.9628
187.940704 87.162 51.8566
189.302597 87.311 50.7679
190.674362 87.453 49.6966
192.056061 87.589 48.6384
193.447784 87.717 47.5861
194.849594 87.838 46.5364
196.261551 87.947 45.4868
197.683746 88.042 44.4411
199.116241 88.122 43.4138
200.559113 88.185 42.4254
202.012451 88.234 41.4966
203.476318 88.272 40.6431
204.950790 88.302 39.8716
206.435944 88.330 39.1789
207.931870 88.356 38.5549
209.438629 88.384 37.9853
210.956314 88.412 37.4571
212.484985 88.441 36.9602
214.024734 88.468 36.4925
215.575653 88.493 36.0571
217.137802 88.517 35.6565
218.711273 88.540 35.2912
220.296143 88.562 34.9586
221.892502 88.584 34.6550
223.500427 88.605 34.3764
225.120010 88.625 34.1198
226.751328 88.642 33.8834
228.394455 88.656 33.6681
230.049500 88.664 33.4774
231.716537 88.667 33.3083
233.395645 88.662 33.1700
235.086929 88.651 33.0764
236.790466 88.633 33.0348
238.506348 88.609 33.0522
240.234665 88.579 33.1338
241.975510 88.546 33.2827
243.728958 88.509 33.5004
245.495117 88.470 33.7886
247.274078 88.430 34.1506
249.065933 88.388 34.5910
250.870773 88.348 35.1137
252.688690 88.311 35.7070
254.519775 88.279 36.3726
256.364136 88.254 37.1143
258.221863 88.238 37.9225
260.093048 88.233 38.7847
261.977783 88.239 39.6865
263.876190 88.256 40.6118
265.788361 88.284 41.5457
267.714386 88.321 42.4755
269.654358 88.364 43.3919
271.608398 88.413 44.2877
273.576599 88.465 45.1564
275.559052 88.517 45.9826
277.555878 88.567 46.7688
279.567169 88.611 47.5283
281.593018 88.647 48.2738
283.633545 88.672 49.0241
285.688873 88.685 49.8031
287.759094 88.686 50.6385
289.844330 88.678 51.5591
291.944672 88.664 52.5894
294.060211 88.650 53.7430
296.191101 88.641 55.0173
298.337433 88.645 56.3921
300.499298 88.665 57.8377
302.676849 88.701 59.3128
304.870178 88.754 60.7776
307.079407 88.819 62.2061
309.304626 88.893 63.5862
311.545990 88.970 64.9182
313.803589 89.050 66.2099
316.077545 89.131 67.4708
318.367981 89.210 68.7086
320.675018 89.289 69.9277
322.998749 89.367 71.1305
325.339325 89.442 72.3181
327.696869 89.515 73.5001
330.071503 89.583 74.6777
332.463348 89.647 75.8523
334.872528 89.707 77.0330
337.299164 89.762 78.2281
339.743378 89.816 79.4422
342.205292 89.868 80.6753
344.685059 89.921 81.9223
347.182800 89.976 83.1738
349.698639 90.030 84.4188
352.232697 90.084 85.6481
354.785126 90.134 86.8567
357.356049 90.179 88.0551
359.945587 90.216 89.2487
362.553894 90.243 90.4424
365.181122 90.261 91.6499
367.827362 90.268 92.8854
370.492798 90.265 94.1632
373.177551 90.254 95.4967
375.881744 90.236 96.8977
378.605530 90.214 98.3736
381.349060 90.191 99.9265
384.112488 90.170 101.5531
386.895935 90.151 103.2463
389.699554 90.137 104.9980
392.523468 90.128 106.7953
395.367859 90.124 108.6233
398.232849 90.125 110.4699
401.118622 90.128 112.3266
404.025299 90.132 114.1907
406.953033 90.135 116.0644
409.901978 90.134 117.9541
412.872284 90.129 119.8697
415.864136 90.120 121.8238
418.877655 90.107 123.8288
421.913025 90.094 125.8922
424.970367 90.082 128.0124
428.049866 90.074 130.1795
431.151703 90.071 132.3783
434.276001 90.073 134.5922
437.422943 90.079 136.8083
440.592682 90.086 139.0206
443.785400 90.092 141.2308
447.001251 90.096 143.4472
450.240417 90.096 145.6813
453.503052 90.092 147.9454
456.789307 90.085 150.2498
460.099396 90.076 152.6008
463.433472 90.067 155.0028
466.791687 90.058 157.4561
470.174255 90.052 159.9571
473.581329 90.048 162.4978
477.013092 90.047 165.0665
480.469727 90.048 167.6508
483.951416 90.049 170.2445
487.458313 90.047 172.8495
490.990631 90.041 175.4756
494.548553 90.031 178.1340
498.132263 90.018 -179.1672
501.741943 90.002 -176.4243
505.377777 89.986 -173.6343
509.039948 89.970 -170.7987
512.728638 89.955 -167.9221
516.444092 89.942 -165.0089
520.186462 89.931 -162.0634
523.955933 89.921 -159.0888
527.752747 89.913 -156.0887
531.577087 89.906 -153.0665
535.429138 89.899 -150.0253
539.309082 89.892 -146.9653
543.217163 89.883 -143.8831
547.153564 89.871 -140.7716
551.118469 89.857 -137.6248
555.112122 89.839 -134.4332
559.134705 89.820 -131.1878
563.186401 89.799 -127.8840
